netCharge,FC,LW,DP,NK,AE,pcMK,_SolventAccessibilityD1025,tau2_GRAR740104,tau4_GRAR740104,QSO50_GRAR740104,QSO29_GRAR740104
2.6378600823,0.0532304526749,0.353065843621,0.0398559670782,0.089670781893,0.274218106996,0.198839215197,22.5386358025,10231.197567,8135.81108507,0.00223058024691,0.0528967674897
3.09528493622,0.453459106076,1.70963977861,0.440691772687,0.527824846488,1.09212600164,0.344178494005,13.1331064357,2766.67596719,2510.12685936,0.0051980427114,0.0178812142662
